loan_amnt,term,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,total_acc,bad_loan,longest_credit_length,verification_status
24000,36 months,10,MORTGAGE,116400,car,FL,3.94,0,8.1,31,1,19,verified
14400,36 months,9,MORTGAGE,40000,debt_consolidation,IL,20.16,0,79.5,13,0,8,not verified
6000,36 months,7,RENT,34000,credit_card,MD,21.39,0,88.5,13,0,9,not verified
22000,36 months,5,MORTGAGE,73000,debt_consolidation,IL,22.47,0,85.1,32,0,16,verified
12000,36 months,10,RENT,57200,debt_consolidation,MA,16.36,0,68.5,17,1,11,verified
16000,36 months,0,MORTGAGE,114000,debt_consolidation,MO,17.2,0,64.2,34,0,13,verified
10000,36 months,10,MORTGAGE,90000,debt_consolidation,NY,11.16,0,59.4,22,0,11,not verified
10000,36 months,2,RENT,35000,debt_consolidation,KY,12.03,0,84.6,15,1,11,verified
3500,36 months,7,RENT,56000,debt_consolidation,FL,10.35,0,54.2,37,0,22,not verified
9600,36 months,5,RENT,35000,debt_consolidation,NC,16.49,0,79,16,0,15,not verified
9875,36 months,10,MORTGAGE,40000,debt_consolidation,NY,24.03,0,63.7,16,0,9,verified
21500,60 months,2,OWN,59000,debt_consolidation,MO,22.86,0,81.8,16,0,21,verified
4800,36 months,6,RENT,48000,debt_consolidation,FL,13,0,26,13,0,5,verified
7800,36 months,10,OWN,85000,major_purchase,NV,0.78,0,6.2,12,0,17,not verified
20000,36 months,10,MORTGAGE,70000,credit_card,TX,6.21,0,89,14,0,10,verified
9750,36 months,4,RENT,35000,debt_consolidation,HI,29.04,0,51.7,19,1,15,not verified
18000,60 months,6,MORTGAGE,91000,credit_card,VA,23.41,0,67,38,0,27,verified
5000,36 months,9,MORTGAGE,30000,other,CA,16.48,0,25.6,16,0,11,not verified
9000,36 months,4,RENT,45000,debt_consolidation,NY,17.01,1,50,51,0,16,verified
7200,36 months,1,RENT,55000,debt_consolidation,FL,11.98,0,46.1,14,0,5,not verified
25000,60 months,10,RENT,60000,credit_card,CA,20.04,0,94.9,24,1,11,verified
25000,36 months,8,OWN,82000,debt_consolidation,CA,18.5,0,70.6,23,0,9,verified
10000,36 months,10,RENT,53000,debt_consolidation,CA,13.09,0,77.2,19,0,12,verified
8875,36 months,5,MORTGAGE,35360,debt_consolidation,PA,23.11,0,71.1,13,1,6,verified
15550,36 months,10,RENT,54000,debt_consolidation,FL,23.36,0,89.8,16,0,13,verified
7500,36 months,5,RENT,65000,credit_card,CA,4.41,0,35.5,22,0,4,not verified
8875,36 months,6,OWN,28800,debt_consolidation,CA,24.29,0,69.5,23,0,13,not verified
4500,36 months,1,RENT,42000,credit_card,OH,4.34,0,68.5,3,0,3,not verified
5800,36 months,3,RENT,36000,debt_consolidation,TX,21.67,0,66.9,20,0,11,not verified
10000,36 months,2,RENT,40000,debt_consolidation,NJ,22.26,0,47.4,17,0,13,not verified
10000,36 months,4,RENT,50000,credit_card,GA,19.06,0,88.6,28,0,17,not verified
14000,36 months,1,RENT,52000,credit_card,CA,12.97,0,57.9,8,0,6,not verified
12000,36 months,3,RENT,32000,debt_consolidation,OR,6.75,0,59.2,12,1,6,verified
24000,36 months,6,OWN,75000,debt_consolidation,FL,10.58,0,45,22,0,25,verified
14000,36 months,0,RENT,80000,credit_card,NY,3.3,0,59,14,0,6,not verified
12000,36 months,7,MORTGAGE,40246,credit_card,AZ,17.08,0,72.2,24,0,12,verified
15000,60 months,3,OWN,30000,debt_consolidation,NJ,24.76,0,65.7,17,1,7,verified
8050,36 months,1,RENT,36000,debt_consolidation,WA,14.8,0,81.3,7,1,4,verified
5600,36 months,6,RENT,60000,debt_consolidation,CA,16.36,1,12.4,25,0,12,not verified
7500,36 months,3,RENT,31200,credit_card,CA,12.35,0,57.3,18,0,6,not verified
7000,36 months,10,RENT,90000,credit_card,MD,12.19,0,93.8,25,0,13,verified
5400,36 months,4,RENT,40000,debt_consolidation,MO,10.89,0,77,15,0,18,not verified
16000,36 months,1,RENT,90000,credit_card,PA,13.67,0,65.2,19,0,9,verified
35000,60 months,9,MORTGAGE,105000,home_improvement,TX,16.53,0,25,38,0,21,verified
6000,60 months,0,RENT,30084,debt_consolidation,KY,1.68,0,10,15,1,17,verified
9800,36 months,4,RENT,67000,credit_card,CA,21.01,0,44.9,18,0,19,not verified
5000,36 months,1,RENT,276000,debt_consolidation,FL,1.82,0,56,18,0,7,verified
9900,36 months,6,RENT,26400,debt_consolidation,OH,14.09,0,88.9,11,0,17,verified
15000,36 months,3,MORTGAGE,68400,debt_consolidation,FL,5.7,0,82.2,9,0,11,verified
6250,36 months,1,RENT,29120,debt_consolidation,WI,20.85,0,88.8,12,0,12,not verified
6400,36 months,0,RENT,29120,debt_consolidation,WI,17.97,0,94.6,14,0,10,not verified
12000,36 months,4,MORTGAGE,54000,debt_consolidation,NJ,17.07,0,61,34,0,20,not verified
15000,36 months,5,MORTGAGE,30000,debt_consolidation,AR,6.48,0,25.2,10,0,11,verified
6500,36 months,4,MORTGAGE,30000,credit_card,WA,10.12,0,81.5,9,0,8,not verified
8000,36 months,10,RENT,50000,credit_card,CT,16.34,1,81.2,18,0,12,not verified
15000,36 months,10,MORTGAGE,100500,credit_card,NJ,14.56,0,74.3,14,0,9,verified
10200,36 months,3,RENT,40000,debt_consolidation,CA,16.53,0,80.6,10,0,4,not verified
9000,36 months,5,MORTGAGE,47000,credit_card,FL,19.1,0,47.2,17,0,17,not verified
6500,36 months,3,MORTGAGE,68000,debt_consolidation,FL,21.85,0,92.4,17,0,15,not verified
23000,60 months,8,MORTGAGE,95000,debt_consolidation,MI,8.94,0,99.3,35,0,10,verified
2000,36 months,4,RENT,39600,credit_card,CA,5.09,0,79.2,13,0,13,not verified
8000,36 months,3,OWN,30000,debt_consolidation,CA,14.48,0,44.1,21,0,9,verified
8875,36 months,1,RENT,30000,debt_consolidation,KY,28.4,0,83.7,27,0,28,verified
1500,36 months,0,RENT,17000,other,OH,4.59,0,99.8,15,1,4,verified
8000,36 months,3,RENT,42000,debt_consolidation,PA,20.26,0,85.4,11,0,9,not verified
20000,60 months,10,RENT,75000,debt_consolidation,CA,16.51,0,74.9,16,1,16,verified
6500,36 months,4,RENT,42000,credit_card,MA,6.26,0,63.8,11,0,4,not verified
9600,36 months,3,MORTGAGE,27000,debt_consolidation,NY,10.22,0,84.9,27,0,10,verified
10000,36 months,5,MORTGAGE,46000,home_improvement,WA,10.46,0,50.1,17,0,10,not verified
15000,36 months,10,MORTGAGE,80000,debt_consolidation,NC,5.61,0,53.7,17,0,11,verified
9000,36 months,3,MORTGAGE,45000,debt_consolidation,CA,22.05,0,44,17,0,14,not verified
10000,36 months,2,RENT,72500,credit_card,NY,27.92,0,69.1,23,0,11,verified
14000,36 months,2,RENT,30000,debt_consolidation,TX,15.2,0,62.3,28,0,11,verified
8500,36 months,9,RENT,50000,debt_consolidation,PA,8.5,0,61.5,27,1,7,verified
4500,36 months,5,MORTGAGE,65000,other,NY,14.66,0,76.6,34,0,9,not verified
3000,36 months,10,MORTGAGE,65000,major_purchase,TX,27.91,0,56,19,0,13,not verified
10000,36 months,4,MORTGAGE,120000,home_improvement,NJ,7.98,0,68.1,35,0,14,verified
33425,60 months,2,MORTGAGE,75000,debt_consolidation,NY,25.71,0,50.5,43,1,33,verified
7200,36 months,4,RENT,54990,debt_consolidation,TX,20.95,0,96,24,0,10,verified
18000,60 months,0,RENT,40000,debt_consolidation,AZ,18.18,0,68.8,12,1,12,verified
23000,36 months,2,MORTGAGE,137000,debt_consolidation,TX,8.13,0,60.8,37,0,20,verified
20000,60 months,10,RENT,60000,debt_consolidation,CA,9.46,0,41,30,1,16,verified
7000,36 months,1,RENT,46000,credit_card,VA,7.9,0,76.5,18,0,9,verified
21000,36 months,8,MORTGAGE,135000,debt_consolidation,OH,8.52,0,63,24,0,11,verified
13000,36 months,10,RENT,65000,credit_card,CA,8.82,0,75.9,18,0,10,verified
18000,36 months,2,MORTGAGE,78000,debt_consolidation,TX,6.35,0,25,13,0,19,not verified
7200,36 months,5,MORTGAGE,60000,other,AZ,2.54,0,6,20,0,15,not verified
16500,36 months,10,RENT,48000,credit_card,UT,13.1,0,87.1,25,0,11,not verified
8125,36 months,0,RENT,25000,debt_consolidation,IL,24.34,0,63.6,21,0,12,not verified
18800,36 months,3,MORTGAGE,82000,debt_consolidation,CA,13.76,1,17.3,24,0,23,verified
26800,36 months,10,MORTGAGE,82000,credit_card,CA,21.59,0,98,31,0,30,verified
19200,36 months,5,MORTGAGE,42000,debt_consolidation,OK,19.66,0,72.2,24,0,11,verified
12875,60 months,3,RENT,27600,debt_consolidation,CA,18.7,0,86.1,7,0,10,verified
4000,36 months,5,MORTGAGE,38000,credit_card,OH,19.64,0,52.7,16,0,9,not verified
4000,36 months,4,RENT,35000,debt_consolidation,CA,9.22,0,83.5,13,0,8,not verified
12000,36 months,10,OWN,33000,credit_card,CA,18.8,0,74.9,10,0,21,not verified
2625,36 months,10,MORTGAGE,52800,medical,NV,14.52,0,65.2,21,0,8,not verified
7000,36 months,10,RENT,73882,debt_consolidation,PA,11.45,0,38.1,10,0,18,not verified
11300,36 months,7,MORTGAGE,36000,credit_card,FL,16.33,0,74.7,22,0,13,not verified
4000,36 months,10,MORTGAGE,130000,debt_consolidation,CA,10.05,0,85,22,0,14,verified
8000,36 months,10,MORTGAGE,57200,debt_consolidation,SC,4.72,0,6.8,47,0,18,not verified
14400,36 months,5,RENT,51871,debt_consolidation,RI,7.82,0,79.3,9,1,5,verified
4375,36 months,2,OWN,15000,debt_consolidation,CA,13.92,0,74.9,5,0,5,verified
4100,36 months,9,MORTGAGE,70197,credit_card,LA,6.58,0,72.1,12,0,10,not verified
6000,36 months,7,RENT,47000,other,OH,14.43,0,31.4,14,0,16,verified
4000,36 months,6,MORTGAGE,120000,home_improvement,NC,3.89,0,24.4,31,0,14,verified
3000,36 months,10,MORTGAGE,86004,other,NJ,13.37,0,64.6,35,1,14,not verified
5400,36 months,10,MORTGAGE,75000,car,TX,8.8,0,68.7,33,0,19,not verified
15000,36 months,1,RENT,110000,small_business,TX,21.99,2,84.1,24,1,13,verified
20000,60 months,3,MORTGAGE,80000,debt_consolidation,AZ,23.47,0,88.5,13,0,10,verified
10400,36 months,4,RENT,44000,credit_card,CA,19.91,0,90.1,21,0,9,verified
4500,60 months,7,MORTGAGE,51600,debt_consolidation,WA,22.63,0,67.7,13,0,7,verified
11500,36 months,0,RENT,38500,credit_card,DC,13.06,0,89.6,15,0,7,verified
10000,36 months,4,RENT,75000,home_improvement,FL,24.85,0,5.9,40,0,12,verified
18225,60 months,10,MORTGAGE,37320,debt_consolidation,GA,20.8,0,74.4,12,0,10,verified
3600,36 months,10,RENT,55000,debt_consolidation,NY,5.48,0,65.9,18,0,9,not verified
18500,60 months,2,RENT,1.00E+05,major_purchase,CA,0.72,0,10.4,10,0,8,verified
16800,60 months,10,MORTGAGE,70000,credit_card,CO,21.5,0,38.4,18,0,12,verified
10000,36 months,8,RENT,68000,debt_consolidation,MT,17.15,0,92.5,16,1,9,not verified
15000,36 months,10,MORTGAGE,66000,debt_consolidation,CA,8.49,2,89.1,28,0,23,not verified
8000,36 months,8,RENT,85000,major_purchase,NJ,10.22,0,35.7,29,0,9,verified
25000,60 months,1,RENT,83004,debt_consolidation,CA,13.66,0,82.9,19,0,14,verified
16000,36 months,1,RENT,51000,debt_consolidation,AZ,24.66,0,81,28,1,19,verified
8000,36 months,2,RENT,55000,debt_consolidation,CA,11.56,0,15.7,10,0,12,verified
7200,36 months,10,MORTGAGE,47000,debt_consolidation,VA,19.74,0,83.5,32,0,13,verified
12000,36 months,4,RENT,86000,debt_consolidation,CA,13.3,0,51.8,25,0,9,verified
2200,36 months,10,OWN,48000,debt_consolidation,TX,5.47,0,83.7,7,1,11,not verified
28000,60 months,4,MORTGAGE,85000,debt_consolidation,PA,15.87,0,58.7,31,0,16,verified
6000,36 months,2,MORTGAGE,50000,debt_consolidation,AR,23.86,0,62.4,23,0,11,verified
8000,60 months,1,RENT,51204,debt_consolidation,NY,25.12,0,37.6,40,1,24,not verified
14400,36 months,2,RENT,42996,debt_consolidation,NY,0.98,0,7.7,3,0,3,not verified
20000,60 months,5,RENT,60000,credit_card,CA,18.06,0,97.4,28,0,17,verified
14050,36 months,3,MORTGAGE,120000,major_purchase,NY,2.21,0,18.8,13,0,5,verified
6000,36 months,10,OWN,62691,major_purchase,AL,3.16,0,94.4,19,0,17,not verified
35000,60 months,3,OWN,85000,debt_consolidation,FL,16.39,0,76.5,40,1,27,verified
10525,36 months,4,RENT,49668,debt_consolidation,CA,7.27,0,68.9,9,0,9,verified
7200,36 months,2,RENT,30000,debt_consolidation,NJ,5.2,0,94.2,7,0,12,verified
18500,60 months,10,OWN,40000,debt_consolidation,HI,26.34,0,0.1,27,0,15,verified
12000,36 months,10,MORTGAGE,40000,debt_consolidation,AR,16.2,0,74.4,27,0,15,verified
12000,36 months,5,MORTGAGE,1.00E+05,credit_card,IL,6.58,0,79.6,11,0,7,not verified
3000,36 months,2,RENT,56312,other,VA,16.03,0,83.4,13,0,9,not verified
9500,36 months,10,RENT,54011,debt_consolidation,CA,18.51,0,79.5,40,0,12,verified
19775,36 months,2,RENT,49110.32,debt_consolidation,CA,17.57,0,61.1,15,0,13,verified
12000,60 months,0,RENT,75000,credit_card,HI,16.13,0,89.4,28,1,11,verified
28000,60 months,7,MORTGAGE,95000,debt_consolidation,WA,9.46,0,68.1,29,0,11,verified
30000,36 months,2,RENT,80000,debt_consolidation,WI,22.23,0,94,33,0,11,verified
16000,36 months,9,MORTGAGE,55000,debt_consolidation,CA,13.33,0,89.7,19,0,9,verified
14500,36 months,8,RENT,90000,credit_card,MD,5.24,0,46.7,28,0,10,verified
11700,60 months,3,RENT,68500,credit_card,VA,18.17,0,39.8,21,0,6,verified
4150,36 months,4,RENT,1.00E+05,debt_consolidation,CA,1.99,0,25,8,0,13,not verified
24000,36 months,6,RENT,70000,credit_card,CA,12.57,0,91.2,13,0,7,verified
21250,36 months,5,RENT,37000,other,NJ,14.27,0,69.3,21,1,11,verified
10000,36 months,10,OWN,75000,debt_consolidation,AR,13.46,0,71.3,18,0,16,verified
25000,60 months,0,MORTGAGE,75000,debt_consolidation,CA,10.58,0,72,29,0,14,verified
4000,36 months,6,RENT,39000,debt_consolidation,NV,21.91,0,93.5,15,0,5,verified
15000,36 months,0,RENT,60000,debt_consolidation,NY,8.86,0,70.8,15,0,9,not verified
15000,60 months,3,MORTGAGE,110000,home_improvement,UT,12.36,0,81.2,10,0,6,verified
3600,36 months,3,RENT,40000,moving,NY,12.78,0,52.2,6,0,3,verified
6000,60 months,5,OWN,31000,debt_consolidation,CA,20.13,0,93,14,0,8,verified
15000,36 months,10,RENT,60000,debt_consolidation,NY,10.72,0,75.2,18,1,9,verified
12000,60 months,3,RENT,43000,credit_card,CA,15.24,0,45.4,14,0,5,verified
12375,36 months,6,RENT,42000,debt_consolidation,MD,28.06,0,52.1,34,0,10,not verified
4000,36 months,6,RENT,30000,home_improvement,FL,17.6,0,5.5,20,1,15,not verified
13000,36 months,10,MORTGAGE,50000,debt_consolidation,FL,20.11,0,40.6,15,0,13,not verified
5000,36 months,1,MORTGAGE,39396,home_improvement,GA,8.16,0,18.5,30,0,11,verified
5000,36 months,7,OWN,98000,credit_card,CA,19.63,0,53.3,14,0,9,verified
26000,36 months,10,RENT,62500,credit_card,OK,16.55,0,94.8,16,0,11,verified
4000,60 months,10,RENT,45000,house,PA,15.2,0,22.4,11,1,15,verified
8000,36 months,10,RENT,32400,debt_consolidation,CA,7.56,0,34.1,15,0,10,not verified
16000,36 months,10,RENT,50000,debt_consolidation,PA,15.1,0,66.2,26,0,18,not verified
20000,60 months,10,MORTGAGE,114996,debt_consolidation,NY,11.19,0,15.4,20,0,11,verified
12000,36 months,6,RENT,54400,debt_consolidation,WA,13.81,0,60.2,33,1,13,verified
7000,36 months,7,MORTGAGE,72800,credit_card,MD,24.64,0,84.1,33,0,11,verified
8000,60 months,1,RENT,42500,debt_consolidation,GA,14.23,0,95,24,1,7,verified
13000,36 months,10,RENT,28000,debt_consolidation,NC,12.9,0,93.3,8,1,10,verified
20000,60 months,2,OWN,120000,debt_consolidation,MN,16.72,0,75.5,43,0,13,verified
18000,36 months,8,MORTGAGE,96000,debt_consolidation,CT,16.4,0,46.6,37,0,24,verified
10000,36 months,3,RENT,83200,credit_card,WA,17.03,0,92,15,0,6,verified
22250,60 months,8,RENT,45000,debt_consolidation,MO,23.07,0,77.7,23,0,12,verified
24000,60 months,5,RENT,68809,debt_consolidation,FL,21.29,0,25.3,20,1,6,verified
11200,36 months,3,RENT,75000,car,CA,22.88,0,74.4,13,1,15,not verified
7000,36 months,3,RENT,52000,other,NY,18.16,0,94.8,13,0,8,not verified
8000,36 months,6,RENT,57600,house,CA,11.52,0,12.4,12,0,40,verified
22500,60 months,4,RENT,48500,credit_card,CA,10.91,0,84.5,12,0,19,verified
12000,36 months,2,RENT,95000,debt_consolidation,GA,11.1,0,88.5,19,0,5,not verified
22000,36 months,0,RENT,58000,debt_consolidation,IL,12.1,0,92.3,28,0,8,verified
6200,36 months,10,MORTGAGE,24000,credit_card,AK,19.95,0,55.2,11,0,10,not verified
15900,36 months,9,MORTGAGE,58000,debt_consolidation,VA,21.72,0,64.5,15,0,11,not verified
16000,36 months,3,MORTGAGE,104000,other,MA,2.78,0,3.2,24,0,15,not verified
5000,36 months,4,RENT,35000,car,CA,4.01,0,61.8,3,0,5,not verified
3150,36 months,5,RENT,53000,vacation,PA,4.37,0,28.2,10,0,5,verified
12000,36 months,2,RENT,28000,credit_card,CA,8.49,0,68.5,10,1,4,verified
28000,36 months,4,MORTGAGE,118000,home_improvement,IL,5.29,0,24.8,23,1,16,verified
5000,36 months,0,RENT,40000,wedding,FL,22.59,0,82.3,26,0,14,not verified
3000,36 months,10,MORTGAGE,65000,other,WA,4.89,0,85.3,18,1,17,not verified
8400,36 months,2,RENT,25000,debt_consolidation,CA,11.86,0,36.1,19,0,6,verified
7000,36 months,10,MORTGAGE,36000,debt_consolidation,CA,24,0,72.8,23,0,14,verified
2000,36 months,1,MORTGAGE,231252,other,GA,11.43,0,93.5,43,0,31,verified
28000,60 months,8,MORTGAGE,84996,debt_consolidation,GA,23.41,0,44.2,40,1,13,verified
10000,36 months,6,RENT,66000,debt_consolidation,OR,12.42,0,89.4,24,0,15,not verified
25000,36 months,2,MORTGAGE,92000,credit_card,LA,21.68,0,84.5,38,0,13,verified
8000,36 months,10,RENT,70000,credit_card,CA,20.21,0,92.1,22,0,6,not verified
16000,60 months,10,MORTGAGE,49000,credit_card,OH,18.39,0,94.5,23,1,10,verified
25000,36 months,8,MORTGAGE,76896,debt_consolidation,FL,13.9,0,76,33,0,11,verified
2000,36 months,10,RENT,24000,other,IL,13.5,0,64.2,10,0,12,not verified
16800,36 months,2,RENT,60000,credit_card,TX,14.52,0,96.9,14,0,8,verified
8000,36 months,3,MORTGAGE,120000,credit_card,CA,10.52,0,60.6,15,0,11,not verified
12000,60 months,9,MORTGAGE,57000,debt_consolidation,CT,19.71,0,66.3,13,0,6,not verified
11000,36 months,4,MORTGAGE,80000,credit_card,AZ,4.74,0,77.7,15,1,12,not verified
5000,36 months,6,MORTGAGE,85000,medical,WA,22.81,0,90,17,1,7,verified
18000,36 months,10,OWN,140000,debt_consolidation,TX,21.8,0,90.2,35,0,11,verified
10000,36 months,6,OWN,36000,debt_consolidation,CA,15.9,0,65.3,10,1,5,verified
5000,36 months,0,RENT,70000,credit_card,OH,13.92,0,64.3,23,0,21,verified
10000,36 months,4,RENT,51360,credit_card,NY,16.61,0,79.1,9,0,4,verified
25000,36 months,4,RENT,163000,vacation,CA,4.4,0,4.6,10,0,4,verified
2400,36 months,4,MORTGAGE,59393,medical,OR,13.7,0,44.1,18,0,14,verified
3000,36 months,4,MORTGAGE,65000,other,FL,15.16,0,60.2,18,1,4,not verified
7700,36 months,3,RENT,29772.96,other,TX,18.58,0,82.9,11,1,11,verified
2400,36 months,0,OWN,12996,other,TX,4.71,0,96.7,13,0,5,verified
5000,36 months,1,OWN,44475,credit_card,CA,17.11,0,70.4,14,0,9,not verified
14000,36 months,10,MORTGAGE,88000,debt_consolidation,TX,7.73,3,40.7,24,0,16,verified
24500,60 months,4,RENT,85000,credit_card,NJ,9.09,0,94.4,8,1,7,verified
2400,36 months,3,MORTGAGE,36000,major_purchase,GA,15.7,0,82.6,9,0,19,not verified
1800,36 months,7,RENT,117000,other,CA,15.86,0,60.8,34,0,11,not verified
22200,36 months,2,RENT,160000,debt_consolidation,CA,13.33,0,89.1,25,1,15,verified
21400,60 months,3,RENT,80000,credit_card,FL,19.66,0,66.2,44,0,11,verified
13000,36 months,10,RENT,28000,credit_card,MN,16.93,0,66.1,19,1,11,not verified
8000,36 months,5,RENT,48000,car,CA,15.33,2,38.5,15,0,14,not verified
3600,36 months,10,MORTGAGE,60000,medical,MI,19,0,13,17,1,10,not verified
12375,60 months,5,RENT,40000,other,FL,20.88,0,22.5,31,1,15,not verified
9400,36 months,2,RENT,45500,debt_consolidation,GA,11.84,0,51.8,7,0,7,verified
9600,36 months,6,MORTGAGE,156000,home_improvement,FL,15.54,0,18.9,18,0,20,verified
17000,36 months,1,RENT,40000,debt_consolidation,PA,18.63,0,80.1,12,0,12,verified
30000,60 months,10,MORTGAGE,80000,credit_card,TX,26.82,0,85.1,29,0,12,verified
10800,36 months,6,MORTGAGE,110000,credit_card,NV,2.67,0,69.1,21,0,10,verified
6000,36 months,10,RENT,59400,credit_card,CA,19.17,0,76.2,21,0,25,not verified
35000,36 months,10,MORTGAGE,106000,credit_card,CO,12.09,0,60.2,28,0,19,verified
10000,36 months,7,RENT,36000,debt_consolidation,NY,14,0,78.9,12,0,6,not verified
15000,60 months,4,RENT,51000,credit_card,NY,20.85,0,92.7,18,0,8,verified
5000,36 months,2,RENT,25000,other,IL,20.54,0,97.3,37,0,10,not verified
7100,36 months,1,RENT,33000,debt_consolidation,IL,23.85,0,41.5,13,1,5,not verified
12000,36 months,10,MORTGAGE,93000,credit_card,CA,13.46,0,92.5,21,0,12,not verified
5825,36 months,8,RENT,50000,debt_consolidation,CA,13.25,0,89,16,0,13,not verified
22250,36 months,2,RENT,41000,debt_consolidation,NY,15.63,0,61.9,10,1,7,verified
6000,36 months,4,RENT,30000,credit_card,WI,7.2,0,72.5,7,0,5,verified
7650,36 months,5,RENT,57000,debt_consolidation,CA,23.96,0,63.4,18,1,5,verified
20675,60 months,7,RENT,50132,other,CA,23.31,0,74.1,17,1,11,verified
13200,36 months,6,MORTGAGE,62500,debt_consolidation,NC,12.06,0,55.8,17,0,15,verified
12000,36 months,0,RENT,60000,debt_consolidation,LA,20.7,0,63.1,46,0,11,verified
20000,60 months,6,RENT,130000,debt_consolidation,AZ,9.06,0,90.6,25,0,18,verified
15000,36 months,7,RENT,60000,house,NJ,12.78,0,5.5,27,0,9,not verified
22500,60 months,3,MORTGAGE,67735,debt_consolidation,SC,18.8,0,75.6,16,0,7,verified
20500,60 months,0,RENT,47800,debt_consolidation,CA,28.32,0,52.2,20,1,12,verified
12800,36 months,1,MORTGAGE,99600,credit_card,CA,19.95,0,89.8,25,0,11,not verified
27575,36 months,1,MORTGAGE,54000,other,WY,12.27,0,67.7,16,0,23,verified
7000,36 months,8,RENT,49000,debt_consolidation,NY,14.42,0,97.4,17,0,10,not verified
29000,60 months,10,RENT,65000,debt_consolidation,PA,7.22,0,57.7,24,1,11,verified
10000,36 months,4,RENT,44160,moving,VA,18.29,0,95.8,18,0,7,verified
14125,36 months,5,RENT,32000,debt_consolidation,TX,22.54,0,60.8,21,0,7,verified
